LocalizationTest.g.en-US.resources:subwindow.baml,Window_1:LocalizationTest.SubWindow.$Content,None,True,True,,#StackPanel_1;
LocalizationTest.g.en-US.resources:subwindow.baml,Window_1:System.Windows.Window.Title,Title,True,True,,LokalizanyTest
LocalizationTest.g.en-US.resources:subwindow.baml,Window_1:System.Windows.FrameworkElement.Height,None,False,True,,300
LocalizationTest.g.en-US.resources:subwindow.baml,Window_1:System.Windows.FrameworkElement.Width,None,False,True,,300
LocalizationTest.g.en-US.resources:subwindow.baml,LOC_Label1:System.Windows.Controls.Label.$Content,Label,True,True,,
LocalizationTest.g.en-US.resources:subwindow.baml,LOC_Label1:System.Windows.Controls.ContentControl.Content,Label,True,True,,Toto je nejaky prazdny text !
LocalizationTest.g.en-US.resources:subwindow.baml,LOC_Label1:System.Windows.Controls.Control.Foreground,None,False,True,,\#FF00FF00
LocalizationTest.g.en-US.resources:subwindow.baml,LOC_Label2:System.Windows.Controls.Label.$Content,Label,True,True,,#LOC_Image;
LocalizationTest.g.en-US.resources:subwindow.baml,LOC_Label2:System.Windows.FrameworkElement.Height,None,False,True,,100
LocalizationTest.g.en-US.resources:subwindow.baml,LOC_Label2:System.Windows.FrameworkElement.Width,None,False,True,,100
LocalizationTest.g.en-US.resources:subwindow.baml,LOC_Image:System.Windows.Controls.Image.$Content,None,False,True,,
LocalizationTest.g.en-US.resources:subwindow.baml,LOC_Image:System.Windows.Controls.Image.Source,None,False,True,,"pack://application:,,,/Images/SadFace.jpg"
LocalizationTest.g.en-US.resources:subwindow.baml,LOC_Button:System.Windows.Controls.Button.$Content,Button,True,True,,
LocalizationTest.g.en-US.resources:subwindow.baml,LOC_Button:System.Windows.Controls.ContentControl.Content,Button,True,True,,Zabi ma
LocalizationTest.g.en-US.resources:mainwindow.baml,Window_1:LocalizationTest.MainWindow.$Content,None,True,True,,#StackPanel_1;
LocalizationTest.g.en-US.resources:mainwindow.baml,Window_1:System.Windows.Window.Title,Title,True,True,,LokalizacnyTest
LocalizationTest.g.en-US.resources:mainwindow.baml,Window_1:System.Windows.FrameworkElement.Height,None,False,True,,300
LocalizationTest.g.en-US.resources:mainwindow.baml,Window_1:System.Windows.FrameworkElement.Width,None,False,True,,300
LocalizationTest.g.en-US.resources:mainwindow.baml,LOC_Button1:System.Windows.Controls.Button.$Content,Button,True,True,,
LocalizationTest.g.en-US.resources:mainwindow.baml,LOC_Button1:System.Windows.Controls.ContentControl.Content,Button,True,True,,Spusti dialog
LocalizationTest.g.en-US.resources:mainwindow.baml,LOC_Button2:System.Windows.Controls.Button.$Content,Button,True,True,,
LocalizationTest.g.en-US.resources:mainwindow.baml,LOC_Button2:System.Windows.Controls.ContentControl.Content,Button,True,True,,Spusti dialog z inej assembly
